,employee_id,name,gender,dates_of_birth,email,phone_number,address,department,job_titles,manager_id,hire_date,salary,employment_status,employee_type,education_level,certifications,skills,performance_ratings,work_experience,benefits_enrollment,city,work_hours,employee_status,emergency_contacts
556,6461,Renee Frey,Non-Binary,12/29/1997,alexisbanks@example.com,001-896-272-5992x336,"9013 Frazier Plain
Johnathanmouth, TN 98532",IT,"Doctor, general practice",1,10/27/2020,71584,Contractor,Temporary,High School,"true, happy","industry, around",2,Phone commercial either go sure scene road.,"guess, nation, war",Loriport,8-Dec,On Leave,Kevin Porter: (450)658-5734x44930
557,1415,Christopher Church II,Female,4/27/1995,stephaniewells@example.net,(925)836-7530x733,"1999 Smith Springs
North Elizabeth, SC 04283",Engineering,Astronomer,6,7/2/2022,88066,Part-time,Regular,Associate Degree,"point, interest, recognize","police, feel, old, skin",2,First risk discussion quality cost any instead. Statement cup such end.,"person, sign",Elizabethborough,8-Dec,On Leave,Spencer Jenkins: 001-434-493-5299
558,9516,Courtney Hebert,Male,11/7/1970,hadams@example.net,994.747.9515,"Unit 6260 Box 8732
DPO AE 80920",Engineering,"Administrator, Civil Service",2,11/28/2020,111372,Full-time,Contract,PhD,"smile, she","worker, community, other, large, TV",1,Past president throughout type.,"hot, yourself",Port Joseph,Night Shift,Active,Tim Bowen: +1-549-680-8709x46740
559,2416,Daniel Chan,Male,6/26/1966,calebduarte@example.org,001-744-267-6988x8482,"40277 Catherine Row Suite 231
North Rodneymouth, WA 75118",Finance,Land/geomatics surveyor,10,1/9/2020,98534,Contractor,Regular,Master's Degree,"involve, section, watch","interview, over",3,Trade behind own pull market off charge. Visit voice the notice usually happy mean.,"recently, piece, occur",East Cassandraton,8-Dec,Active,Christine Wilson: 4033855611
560,6686,Travis Lyons,Male,5/27/1960,clarkallison@example.org,495-663-2630,"160 Sandoval Villages
South Ashleyberg, KY 94658",Marketing,"Designer, jewellery",3,2/28/2020,93026,Full-time,Temporary,Associate Degree,manage,"case, training, set, theory, both",1,Law table clearly decision policy structure plan. Would group skin standard.,"sure, huge, American",New Michaelville,Night Shift,Active,Rebecca Ward: 826.659.5930x5458
561,8551,Karen Pace,Non-Binary,7/22/1982,dfernandez@example.org,611.837.2801x786,"7768 Colleen Parkways Suite 851
Andersonton, AS 92419",Finance,"Engineer, civil (contracting)",2,4/21/2023,59592,Full-time,Contract,Master's Degree,"us, bad, all","language, report, minute",5,Ago these high his role trouble. Everyone wear condition establish social.,claim,Joyceburgh,Night Shift,Terminated,Robert Mccullough: (752)948-0357x41839
562,5207,Jonathan Smith,Non-Binary,12/1/1957,fstephens@example.com,281-780-3041x399,"4511 John Junction
East Victoriamouth, MP 69117",Marketing,Chartered certified accountant,5,4/8/2022,98702,Contractor,Regular,High School,"light, education","audience, idea, field",1,Evening partner success challenge class.,"style, pattern, trade",Trevorville,8-Dec,Terminated,Robert Smith: (772)638-0961
563,9094,Christopher Lawrence,Female,8/1/1962,daltonmichelle@example.org,001-918-918-4724x337,"29311 Robert Vista
North Ruthmouth, HI 81659",Marketing,"Surveyor, planning and development",3,5/9/2022,42598,Part-time,Regular,PhD,"ever, arm","real, develop, ground, some",5,Painting cold guy more state wall project.,"because, wait, commercial",West Mary,5-Sep,On Leave,Jacob Baker: 468.293.4393
564,3687,Andrea Williams,Female,11/28/1980,cory21@example.com,462.248.1016,"022 Nixon Lake
East Cindy, AS 06919",IT,Logistics and distribution manager,3,1/31/2019,92736,Contractor,Temporary,Master's Degree,"after, try, little","economic, particular, probably, finally, side",3,Yard state away wrong determine policy. Western receive poor official hour.,"dream, for, fear",Batestown,Night Shift,Terminated,Hayley Anderson: +1-608-611-3669x49296
565,3378,Maxwell Wall,Male,5/28/1966,nelsonvalerie@example.org,001-426-222-3644,"29305 Patel Branch Suite 876
North Stephanieborough, HI 07852",Marketing,"Engineer, broadcasting (operations)",7,10/10/2019,93389,Full-time,Contract,Master's Degree,wish,"Congress, everybody",1,Item north mother recent who bank myself prove.,"career, doctor",South Brettview,8-Dec,Active,Daniel Mcclure: 233-509-0320
566,7931,James Lee,Male,9/22/1982,crossalicia@example.com,7762295088,"9314 Laura Lock
New Michellemouth, GU 69394",HR,Energy manager,5,2/28/2019,79628,Full-time,Contract,High School,"term, house, research","no, yourself, approach",2,Street suggest both also across.,hospital,New Jasonchester,5-Sep,Terminated,Ryan Jones: 644.497.1589
567,8781,Jeremy Burns,Female,10/5/1967,justin09@example.com,597.430.2056,"PSC 8827, Box 1840
APO AA 38404",Finance,Research scientist (physical sciences),10,12/17/2020,114205,Contractor,Regular,Master's Degree,investment,"people, create, official",1,Right science specific image vote street.,"arrive, son, important",West Elizabethside,Night Shift,On Leave,Wayne Mckinney: +1-558-900-5638x1667
568,1106,Mark Garner,Female,10/11/1961,luke58@example.com,001-984-434-2034x6572,"3547 Gates Grove
North Chadview, ID 70791",Marketing,Drilling engineer,3,8/3/2023,86891,Contractor,Regular,PhD,have,"most, move, organization, system, agency",2,Away good what score treatment. Own occur including start good eight.,"let, actually",Port Thomasstad,8-Dec,Terminated,James Griffin: (643)809-2872x9820
569,7569,Casey Sandoval,Female,6/5/1978,sharonfox@example.net,+1-975-272-1983x8089,"04239 Danny Centers
Heiditon, TN 77364",IT,"Clinical scientist, histocompatibility and immunogenetics",5,9/13/2019,63439,Part-time,Regular,Master's Degree,"method, whom","stop, bit, maintain, care, analysis",4,World game reality sport.,"notice, industry",East David,8-Dec,Terminated,Melissa Cox: 001-828-832-1945
570,6086,Sabrina Scott,Male,4/15/1996,fanderson@example.com,(754)670-1746,"674 Janet Greens Suite 919
Cohenbury, SD 59867",IT,Estate agent,9,5/28/2019,117700,Contractor,Regular,Associate Degree,"involve, take, garden","good, history",2,Challenge degree star hotel happy system him speech.,process,East Jacquelineberg,5-Sep,Terminated,Loretta Austin: 323.699.3254
571,7888,Stephanie Gardner,Male,7/4/1958,plambert@example.org,(399)331-3317x56687,"944 Michael Crest Suite 013
Lake Danielmouth, TX 30074",Engineering,"Engineer, maintenance (IT)",8,11/10/2023,58645,Full-time,Temporary,High School,"begin, pay, chair","produce, film, civil",1,Contain whom training tax here compare. Here state heart building garden if live.,"help, artist, sister",South Joeton,8-Dec,Terminated,Kristen Fowler: (716)621-6748
572,8539,Lisa Johnson,Female,8/23/2000,bradley11@example.org,853.877.5530,"Unit 6140 Box 4917
DPO AE 85771",Marketing,"Engineer, energy",6,7/25/2021,49854,Full-time,Contract,High School,"maybe, forget","behind, program",3,Left own plan base really. Suggest continue himself report dinner clearly.,"economic, approach",Brianside,Night Shift,Active,Daniel Castro: 281.788.3608x47390
573,3331,Bruce Bailey,Male,1/4/1978,johnsonsavannah@example.com,492.870.0987x3913,"7334 Tracy Prairie
New Scottton, PA 77875",IT,Tree surgeon,9,12/20/2021,101281,Part-time,Regular,Bachelor's Degree,style,"law, attorney",2,Arrive wrong source international hard child.,"than, line, present",Briannaburgh,5-Sep,Active,Jenna Boyd: 453.623.3638
574,9150,Sarah Baker,Male,4/29/1965,bryantshelia@example.com,(410)280-3858x6559,"USCGC Lee
FPO AE 08028",Engineering,"Designer, textile",2,4/2/2019,79422,Part-time,Contract,High School,"everything, collection","popular, trial, player",3,Assume record you fall whether.,"money, from, goal",Lake James,Night Shift,Active,Jason Burton: 001-510-552-5476x29696
575,6183,Adam Sharp,Female,11/22/1973,marshalldarrell@example.net,+1-936-629-3644x0599,"8574 Coleman Parks
Bellbury, IN 62831",HR,Pharmacologist,4,2/10/2022,88712,Contractor,Temporary,Master's Degree,"arm, begin","word, from, response, recently",4,Fact whose method.,drop,Michellefort,8-Dec,On Leave,Kyle Barton: +1-964-889-8044x32121
576,8901,Jackie Trujillo,Non-Binary,3/24/1986,ramoslatoya@example.org,(335)345-0611x13134,"4123 William Tunnel
New Kaitlyn, VT 59016",IT,Arts development officer,8,8/13/2020,89996,Part-time,Contract,Associate Degree,"necessary, eight","parent, they, anything",3,Why Mrs kitchen seem special. Why green law.,"knowledge, total",Adamshire,5-Sep,On Leave,Tina Hobbs: 001-658-686-2628x820
577,3730,Michael Lawrence Jr.,Non-Binary,9/27/1971,michaelriley@example.net,224-304-5526,"86004 Allison Circle
Mannstad, NM 99008",HR,Multimedia programmer,7,7/15/2020,54334,Full-time,Contract,High School,"see, would","different, keep",5,Development account nice. Industry term foreign writer six.,"brother, article",Rodriguezshire,8-Dec,Terminated,Melinda Thomas: +1-546-254-4707
578,7730,Connie Liu,Female,3/14/1967,cmeyers@example.com,210.360.1668,"6062 Brown Wall
New Veronica, MN 69820",IT,Telecommunications researcher,8,12/23/2019,88740,Full-time,Temporary,PhD,other,"house, grow, than, health, stop",2,Trade during beyond involve.,"expert, find, join",South Kimberly,8-Dec,Terminated,Ian Wood: 215-989-6219
579,9337,Heather Riley,Male,11/21/1987,dunlapgregory@example.org,(894)665-6008x23383,"3536 Harmon Parkway Suite 741
Willishaven, ME 19598",Finance,Production engineer,2,1/10/2019,50998,Full-time,Contract,Associate Degree,"president, red","let, role, surface",5,Opportunity something after deal despite specific western. Television network off recent very weight sometimes.,until,Moseshaven,Night Shift,On Leave,Gary Hart: 211-988-9352x63504
580,7937,Nicole Stevenson,Female,6/8/1960,perrywright@example.org,533.708.1242,"7758 John Forge
North Keithshire, WY 52997",Engineering,"Surveyor, minerals",4,6/3/2020,40027,Contractor,Contract,High School,deal,"different, where, bad",5,Place prove score.,"use, surface, television",Davilastad,Night Shift,Active,Angela Hodge: (932)817-0629
581,1818,Benjamin Ferguson,Female,12/12/2002,ehudson@example.net,+1-463-292-8916x157,"255 Jennifer Prairie
Kathyborough, CO 52789",HR,"Therapist, speech and language",5,6/15/2020,50765,Part-time,Contract,Master's Degree,able,"stay, cause",2,Front top own sometimes.,"spring, find",Phillipsport,8-Dec,Terminated,Michele Johnson: +1-834-471-1397x284
582,9148,Heather Schmidt,Non-Binary,9/25/1984,juan67@example.com,+1-222-400-2766x439,"89271 Valerie Cove
Rebeccamouth, NM 13998",HR,Surgeon,8,5/19/2021,76607,Contractor,Contract,Bachelor's Degree,"into, maintain, do","the, although, play, discuss, each",3,Certain because half war special they.,"suffer, give",New Mark,Night Shift,Terminated,Brenda Garcia: 495-679-9655
583,4613,Barry Brown,Female,6/1/1962,barrettamy@example.org,(524)399-1583x98187,"55463 Harmon Walk
Jacquelineland, SD 80505",Finance,Actor,10,3/8/2019,105944,Contractor,Temporary,Associate Degree,himself,"development, on",4,Suggest age simply. Culture traditional politics rule theory report during.,"provide, institution",Josephstad,8-Dec,Active,Edgar Freeman: 403.997.6120x39197
584,6209,Jessica Brown,Non-Binary,11/18/1965,pattersonvickie@example.net,381-228-6419,"699 Michael Track Suite 768
Joshuashire, MH 53357",HR,Visual merchandiser,2,10/4/2021,119325,Contractor,Temporary,Associate Degree,"here, manager, consider","health, minute",1,Glass its practice enjoy of kid.,"heavy, stay, it",Richardland,8-Dec,Active,Charles Owens: (438)925-1851x17687
585,4836,Nicole Mcintosh,Male,9/20/1967,rollinsdonna@example.net,+1-434-514-3285x788,"943 Jessica Stravenue Suite 317
Henryport, MT 78724",Marketing,Personal assistant,2,7/30/2020,67944,Part-time,Contract,Associate Degree,network,"easy, record, single, staff, instead",1,Responsibility myself while local result necessary. Painting bag nor mention dream up if sea.,"within, hour, head",Stevenland,5-Sep,Active,Tammy Peterson: 2374530753
586,5713,Travis Colon,Non-Binary,7/13/1962,franciscobrown@example.net,375.226.9062x8896,"151 Hill Square
Danielland, RI 55240",IT,Personnel officer,10,3/9/2023,52750,Part-time,Temporary,High School,do,"street, behind, reflect, none",5,Mention thousand trade someone civil understand.,"good, see, Congress",Jessehaven,8-Dec,Terminated,Janet Jones: (400)211-6455
587,2152,Robert Brown,Non-Binary,12/5/1972,saundersbenjamin@example.com,(690)857-5602x360,"43218 Sara Coves
Kristenport, NY 08056",Engineering,Primary school teacher,1,6/23/2020,110171,Full-time,Contract,Master's Degree,"affect, son, other","remain, chance, capital",1,Various well pressure blood exist follow subject. Hand several girl nature.,"letter, will, owner",South Sharon,5-Sep,Terminated,Derek Reyes: 410-583-6338
588,1042,Janice Mills,Female,12/11/1996,tamarawhite@example.com,694-851-3074x46736,"935 Kristy Fields
East Kyle, WI 53589",Marketing,"Engineer, manufacturing systems",10,8/28/2019,45135,Part-time,Temporary,Master's Degree,course,"teacher, husband",2,Industry go wish artist that five.,"lay, black, international",Jacobshire,Night Shift,Terminated,Catherine Harper: 001-278-354-6632x264
589,3593,Karen Owen,Male,2/4/1992,gutierrezrobert@example.net,264-669-2343x214,"25048 Kimberly Vista Suite 916
South Josephbury, VA 55615",Engineering,Geochemist,8,4/14/2020,92189,Part-time,Temporary,PhD,five,"red, long, past, bill",1,Point few key election glass choose long at. Coach room question reason fall.,understand,Danielland,Night Shift,Terminated,Alex Villarreal: 9862896193
590,3655,Brittany Rose,Male,1/9/2004,phillipserica@example.com,7404904084,"0529 Scott Wells
Rhondamouth, HI 63742",HR,Gaffer,2,5/17/2019,49856,Full-time,Temporary,Master's Degree,"receive, pull, president","still, good",3,Ahead rich control task may language.,"better, already, measure",Brandonland,5-Sep,On Leave,Mathew Smith: (875)804-3191
591,2004,Michael Alexander,Non-Binary,5/15/1975,david06@example.net,001-769-436-1506,"88353 Sarah Plains
Port Amandaside, VI 10890",Marketing,"Engineer, mining",5,5/11/2023,98463,Contractor,Contract,Bachelor's Degree,"reality, director, rather","growth, environment, key, speech, conference",2,Live drive but focus.,"material, southern, wait",Griffinbury,5-Sep,On Leave,Paula Snyder: 401.847.1298
592,7316,Dennis Moore,Male,5/7/1990,reynoldsstephanie@example.org,419.949.6368x0602,"195 Alexander Harbor Apt. 994
East Adrian, OH 54741",HR,Pension scheme manager,2,5/11/2023,114149,Full-time,Regular,Bachelor's Degree,camera,"idea, east, parent",4,Successful capital we skill admit may.,"detail, hospital",West Austintown,Night Shift,Terminated,Benjamin Young: 899.937.9307x495
593,5854,Adam Reed,Non-Binary,11/12/1961,jennifer45@example.com,(666)349-3255,"174 Morales Branch
Michelechester, MI 67868",Engineering,"Loss adjuster, chartered",4,3/27/2022,51572,Full-time,Temporary,Bachelor's Degree,"human, real, present","figure, join, leave",1,Suggest blood pay room project institution name.,"during, anything",North Jillhaven,Night Shift,Terminated,Linda Shelton: +1-684-230-5038
594,7632,Roger Perez,Male,5/6/2002,joshuaharris@example.net,341-420-8726,"2184 William Via
North Christopher, VA 52220",Marketing,Theatre stage manager,3,12/26/2021,112036,Full-time,Regular,PhD,"success, thus, must","pull, experience, line, also",5,Former who green score surface. Still form finally beyond name develop surface body.,yard,Port Jasontown,Night Shift,Active,Jamie Rivera: 928-869-4055x4936
595,2611,Christopher Griffin,Non-Binary,6/7/1960,alvaradoandrea@example.net,313-853-5579,"76886 David Street
South Chelsea, AS 89588",IT,Orthoptist,3,10/7/2022,54065,Full-time,Regular,High School,"international, risk","politics, star",5,Hotel force wait herself chance road item word.,"do, effect",Brooksport,Night Shift,Terminated,Megan Mitchell: 9825780029
596,1951,Brian Weaver,Non-Binary,12/17/1995,danielsnyder@example.net,001-624-537-1807,"3790 Patrick Viaduct Suite 020
Douglastown, VT 42039",Engineering,Sports administrator,7,4/15/2022,80657,Contractor,Regular,Associate Degree,"return, miss","throughout, church",2,Firm work course dinner.,"public, road",West Susan,8-Dec,Terminated,Patrick Carter: 001-220-448-8922x25236
597,9150,Kevin Sanchez,Female,4/6/1971,zchapman@example.org,001-538-780-7625,"522 Alexis Greens Suite 819
Williamshire, MI 64252",Engineering,Agricultural consultant,4,3/5/2022,88129,Part-time,Temporary,Bachelor's Degree,"describe, service","always, knowledge",5,Fast suffer state far news.,"take, main, system",East Miguel,5-Sep,On Leave,Thomas Rogers: +1-982-432-4391x86739
598,5675,Johnny Munoz,Male,5/19/1958,christina89@example.net,-5412,"2363 Chandler Corners
West Elijah, AZ 82718",Engineering,Emergency planning/management officer,10,4/26/2023,73712,Full-time,Regular,Associate Degree,"large, window","after, green, yeah",5,Fast alone cultural be doctor western security. Firm form order thousand score.,maybe,South Mary,8-Dec,Terminated,Jennifer Johnson: 732-576-3772x374
